Date,Brand,Product,Manufacturing Unit,Production Volume (Units),Production Cost (INR),Raw Material Cost (INR),Labor Cost (INR),Machine Efficiency (%),Production Time (Hours),Defect Rate (%),Inventory Stock (Units),Inventory Turnover Ratio,Demand Forecast (Units),Supply Chain Cost (INR),On-Time Delivery (%),Customer Satisfaction (%),Quality Rating,Energy Consumption (kWh)
2022-09-17,Coca-Cola,Juices,Unit_11,2000,18.86,9.01,3.79,87.99,14.22,2.6,6009,5.41,1196,891.58,93.79,72.42,High,425.87
2022-09-17,PepsiCo,Dairy,Unit_9,3689,10.36,9.74,4.45,95.28,11.27,4.3,11461,2.99,1057,4148.2,99.59,60.87,Medium,226.27
2022-09-17,Amul,Beverages,Unit_5,1826,14.33,7.15,4.24,80.02,8.38,1.99,14907,6.65,1530,4292.81,88.27,89.02,Low,446.89
2022-09-18,Amul,Beverages,Unit_2,621,7.62,8.46,4.02,75.4,5.03,3.88,5305,1.75,3548,2036.96,90.41,71.94,Low,454.7
2022-09-18,PepsiCo,Snacks,Unit_13,4813,16.4,6.89,2.55,83.01,19.71,1.33,16644,2.65,1370,4980.0,94.66,60.94,High,153.27
2022-09-18,PepsiCo,Snacks,Unit_18,1576,19.67,5.94,4.07,79.56,16.35,4.85,3762,5.98,2057,2267.53,88.35,76.02,Low,376.64
2022-09-18,PepsiCo,Biscuits,Unit_12,3697,16.81,8.67,2.94,95.98,19.91,0.08,18873,5.36,4977,4560.23,91.95,79.28,Medium,400.39
2022-09-18,Britannia,Ice Cream,Unit_14,1682,14.24,8.21,2.62,99.34,16.55,0.88,19208,3.0,1824,4540.72,87.37,75.77,Low,254.09
2022-09-18,Amul,Biscuits,Unit_5,1294,11.72,7.87,4.86,90.65,5.68,0.11,2395,1.42,1436,3710.57,99.81,71.04,Medium,487.64
2022-09-18,PepsiCo,Biscuits,Unit_10,2124,10.18,9.15,1.59,89.61,11.66,0.09,13239,6.42,4140,503.8,84.45,94.31,High,446.33
2022-09-18,Britannia,Snacks,Unit_20,4771,11.29,9.43,4.46,91.43,6.75,4.53,10786,8.97,4603,3572.45,94.98,80.35,Low,257.89
2022-09-18,Haldiram's,Juices,Unit_2,791,9.92,5.56,2.29,84.03,17.02,1.38,17017,7.92,2937,924.74,81.82,91.6,Medium,387.0
2022-09-18,Britannia,Juices,Unit_4,990,17.49,4.26,3.07,88.86,7.79,1.17,15490,2.81,2170,662.55,85.42,73.48,Low,495.8
2022-09-18,Amul,Juices,Unit_12,3308,18.4,6.09,2.45,72.14,14.86,1.34,11945,7.28,2768,1312.12,93.97,72.14,Low,473.51
2022-09-18,Coca-Cola,Ice Cream,Unit_11,3928,19.24,2.74,3.01,84.8,14.88,4.01,4311,3.08,1226,2801.1,86.13,92.04,Medium,195.91
2022-09-18,Haldiram's,Snacks,Unit_4,1133,11.28,9.51,4.27,79.97,14.58,1.56,5857,7.88,1534,2571.88,86.14,96.33,Low,484.55
2022-09-18,Amul,Dairy,Unit_11,3999,13.19,9.87,1.73,71.6,18.18,2.97,5962,7.8,4955,2252.72,84.13,89.14,Low,346.81
2022-09-18,Britannia,Chocolates,Unit_9,2672,13.65,7.22,4.02,86.34,15.89,4.29,6852,2.99,500,2906.65,81.69,73.56,High,138.2
2022-09-18,Parle,Chocolates,Unit_10,3886,14.77,7.97,2.78,80.81,9.91,1.59,16781,1.18,1327,1691.28,87.1,97.6,Low,382.22
2022-09-18,Nestle,Dairy,Unit_6,4407,5.04,4.59,4.74,87.72,9.72,0.73,18016,5.71,810,1908.56,81.9,89.87,Medium,495.7
2022-09-18,Amul,Juices,Unit_15,3968,17.64,8.93,3.19,85.4,5.33,0.34,17014,6.68,2778,1439.6,99.72,84.5,Medium,233.19
2022-09-18,PepsiCo,Chocolates,Unit_10,990,9.02,9.2,1.17,78.29,18.62,2.82,10808,3.46,2017,2535.31,86.04,80.76,Medium,122.93
2022-09-18,Britannia,Ice Cream,Unit_6,4763,12.08,2.62,4.64,86.2,6.55,3.03,6876,4.76,4904,3714.14,90.61,85.37,High,232.05
2022-09-18,PepsiCo,Snacks,Unit_1,1258,17.62,3.05,4.7,81.36,12.19,4.36,11109,5.13,2698,2802.42,85.46,61.69,Low,214.42
2022-09-18,PepsiCo,Chocolates,Unit_20,1697,19.95,4.09,1.72,97.63,12.63,2.37,18243,7.56,927,4330.59,84.6,86.06,High,159.87
2022-09-18,PepsiCo,Ice Cream,Unit_4,3943,16.92,7.63,4.89,81.27,11.72,4.34,5402,2.75,1104,2711.4,94.37,71.51,High,351.16
2022-09-18,PepsiCo,Snacks,Unit_14,2404,5.37,3.47,2.78,71.2,13.61,2.57,15760,1.83,1476,1408.75,87.24,76.27,High,117.62
2022-09-19,PepsiCo,Ice Cream,Unit_20,2150,10.53,3.76,4.66,92.91,15.94,2.95,3253,3.43,2959,2804.8,83.31,83.18,Low,186.89
2022-09-19,Haldiram's,Dairy,Unit_20,4775,8.71,5.05,2.46,98.91,7.94,2.69,7132,5.48,3465,2172.68,84.01,72.02,High,497.89
2022-09-19,Amul,Biscuits,Unit_8,3691,19.46,6.89,1.09,75.08,6.11,1.5,7903,2.25,3777,2712.8,97.55,67.93,High,348.11
2022-09-19,Amul,Dairy,Unit_11,527,8.96,9.81,4.18,99.18,17.86,4.22,5240,3.06,990,942.19,91.31,68.43,Low,146.05
2022-09-19,Nestle,Chocolates,Unit_15,3250,19.15,8.27,4.54,88.52,12.42,4.42,8797,5.46,4760,3994.98,93.22,98.83,Low,494.75
2022-09-19,Britannia,Snacks,Unit_19,3204,19.06,6.47,1.65,95.42,6.91,4.24,11662,7.49,1972,2060.56,81.75,66.12,Medium,225.25
2022-09-19,Parle,Ice Cream,Unit_8,3379,17.59,2.4,3.22,84.19,15.08,0.54,12795,1.24,3281,576.03,91.57,89.87,Medium,140.89
2022-09-19,Haldiram's,Chocolates,Unit_13,4857,6.47,6.13,4.33,88.68,8.35,3.33,14606,6.14,1241,3048.0,83.72,97.41,High,304.67
2022-09-19,Britannia,Chocolates,Unit_18,4225,5.03,3.63,2.85,95.23,6.23,2.22,14509,4.46,2205,3577.16,82.43,95.77,Low,498.38
2022-09-19,Haldiram's,Biscuits,Unit_17,3173,16.91,4.4,4.15,99.48,9.24,0.49,1076,6.06,3635,826.93,89.71,81.56,Medium,497.71
2022-09-19,Amul,Juices,Unit_6,3332,17.65,4.01,3.55,75.54,9.45,0.31,10581,6.76,1460,2187.45,91.9,74.83,High,288.53
2022-09-19,PepsiCo,Chocolates,Unit_15,3609,19.43,4.78,3.88,96.96,18.03,3.49,9095,1.33,1999,2658.4,87.26,79.06,Medium,263.17
2022-09-19,Nestle,Biscuits,Unit_13,4792,8.28,2.5,4.68,90.02,9.61,1.99,19118,5.85,3332,2762.23,93.79,60.86,High,440.84
2022-09-19,Nestle,Snacks,Unit_18,4096,16.0,6.61,2.67,98.41,16.7,1.91,19209,9.51,2680,660.66,96.55,86.86,Medium,327.08
2022-09-19,Coca-Cola,Snacks,Unit_11,4195,12.79,2.37,4.08,79.54,13.66,1.07,13444,4.8,1296,3347.5,92.35,84.31,Medium,394.07
2022-09-19,Parle,Ice Cream,Unit_13,1960,9.93,7.28,3.85,77.28,6.42,3.01,8427,9.21,842,923.37,95.66,77.14,High,277.3
2022-09-19,Nestle,Juices,Unit_1,3421,14.09,7.85,2.76,80.97,7.35,0.74,13928,9.74,2843,2077.44,96.97,99.01,Low,320.89
2022-09-19,PepsiCo,Biscuits,Unit_18,1933,13.22,5.89,2.52,96.53,6.2,0.02,9350,6.58,4980,2782.94,99.8,66.93,Low,275.73
2022-09-19,Amul,Dairy,Unit_5,4928,9.38,8.25,4.53,83.79,11.02,0.07,9620,5.65,1786,3878.39,91.65,83.27,Low,134.06
2022-09-19,Parle,Snacks,Unit_6,4036,9.03,9.74,1.82,98.54,19.55,1.84,7067,7.96,2704,2144.18,82.23,82.34,Medium,296.71
2022-09-19,Britannia,Juices,Unit_1,1681,12.3,4.72,2.27,77.27,7.71,3.59,13144,8.1,804,4195.48,88.26,64.31,Medium,270.69
2022-09-19,PepsiCo,Ice Cream,Unit_7,3905,12.11,6.95,4.9,76.62,10.13,3.01,1555,6.61,3569,3978.77,94.9,78.96,High,312.17
2022-09-19,PepsiCo,Dairy,Unit_4,4674,9.53,4.59,2.11,90.35,17.3,1.25,2556,1.0,2029,2323.5,97.42,61.92,Low,194.65
2022-09-19,Nestle,Snacks,Unit_9,4414,8.96,5.55,4.49,78.75,18.14,0.51,3326,6.88,1648,4445.46,84.19,76.99,Low,433.37
2022-09-20,Parle,Snacks,Unit_15,4792,19.31,2.17,2.49,73.87,16.03,1.81,4049,8.93,2877,4829.79,92.05,60.72,Low,353.73
2022-09-20,Amul,Ice Cream,Unit_6,3691,17.94,2.59,3.2,81.28,12.01,4.48,11273,1.61,2333,1718.48,94.6,65.99,High,406.38
2022-09-20,Coca-Cola,Ice Cream,Unit_17,2283,17.25,8.38,2.59,77.98,14.73,1.73,16715,3.69,3074,4197.47,99.76,78.44,Low,269.27
2022-09-20,Haldiram's,Beverages,Unit_20,4222,8.21,3.12,1.89,82.39,11.75,0.6,5804,8.71,1683,1786.16,87.65,89.86,Medium,367.22
2022-09-20,Haldiram's,Chocolates,Unit_18,4821,7.84,7.59,3.76,75.6,17.73,4.46,2291,6.63,4925,3586.61,80.87,80.25,High,401.11
2022-09-20,Amul,Chocolates,Unit_4,3142,17.14,7.67,4.87,98.71,11.15,1.62,12245,2.03,2873,3505.12,99.23,81.23,Medium,313.78
2022-09-20,Amul,Dairy,Unit_9,4211,7.77,9.97,4.57,94.05,17.27,3.86,3793,6.37,2518,4057.79,80.92,75.19,Medium,466.97
2022-09-20,Haldiram's,Chocolates,Unit_14,3460,12.55,7.56,4.94,95.23,13.79,1.37,1431,6.56,2305,1478.53,84.73,84.17,Medium,117.23
2022-09-20,Coca-Cola,Dairy,Unit_3,2079,8.32,3.03,3.76,78.93,12.82,4.35,15086,1.99,1542,4703.67,91.03,92.82,Medium,481.74
2022-09-20,Parle,Juices,Unit_1,2119,10.67,7.01,1.14,95.7,14.85,0.41,8841,2.55,2397,2432.31,81.76,96.31,High,460.08
2022-09-20,Haldiram's,Snacks,Unit_11,3466,17.8,6.19,3.22,87.72,9.38,1.27,7357,6.25,3437,510.41,98.86,99.75,High,430.01
2022-09-20,Amul,Beverages,Unit_1,4815,18.37,9.34,3.49,71.7,10.88,3.64,16993,4.72,2381,3978.9,91.4,90.08,Medium,341.03
2022-09-20,Nestle,Beverages,Unit_12,2840,19.95,7.52,1.48,74.6,17.08,1.97,14106,3.08,4301,4692.37,87.23,64.57,High,122.25
2022-09-20,Britannia,Snacks,Unit_9,1727,19.16,6.15,4.31,83.38,10.76,2.75,17755,6.64,1153,4857.62,87.17,65.86,Low,153.51
2022-09-20,Coca-Cola,Ice Cream,Unit_5,2228,15.07,6.99,3.92,81.81,14.8,1.39,17983,1.99,2119,2132.46,80.23,79.93,Medium,391.64
2022-09-20,PepsiCo,Biscuits,Unit_15,4085,11.48,5.55,2.79,93.86,14.95,1.81,13493,2.02,1445,591.71,96.21,87.01,High,499.07
2022-09-20,Coca-Cola,Biscuits,Unit_18,701,5.87,6.07,2.17,96.21,18.05,3.03,14903,1.09,1126,2038.81,88.18,65.13,Low,386.32
2022-09-20,Nestle,Chocolates,Unit_9,3660,14.12,7.78,1.89,95.95,11.66,3.96,11762,6.89,1151,4476.43,80.2,75.93,Medium,151.56
2022-09-20,Nestle,Ice Cream,Unit_13,3773,8.16,2.63,4.86,81.26,18.54,4.46,15505,9.38,3274,4296.66,95.97,83.32,High,469.4
2022-09-20,PepsiCo,Dairy,Unit_13,2213,17.75,6.92,4.21,89.07,19.9,1.79,2158,1.19,2529,2206.52,98.32,68.01,Low,120.0
2022-09-20,Amul,Juices,Unit_13,1252,13.23,2.71,3.77,84.91,7.54,3.15,10005,4.62,2842,1188.63,92.85,87.96,Medium,401.25
2022-09-20,Haldiram's,Beverages,Unit_10,614,16.0,8.84,4.79,96.67,15.73,2.49,11796,2.58,3165,3401.15,99.64,73.55,Low,130.51
2022-09-20,Parle,Chocolates,Unit_10,4480,15.1,9.54,1.81,96.67,15.48,3.28,4202,6.82,1443,3488.08,90.71,70.85,High,114.5
2022-09-20,Coca-Cola,Snacks,Unit_7,3318,10.21,8.24,4.43,71.62,11.84,3.11,3416,5.03,4778,3338.18,81.69,62.92,High,375.45
2022-09-21,PepsiCo,Ice Cream,Unit_5,968,16.39,7.74,3.33,87.16,9.56,3.1,8325,6.31,995,1177.96,99.34,87.3,Low,239.26
2022-09-21,Coca-Cola,Beverages,Unit_20,925,17.65,9.55,4.73,85.1,5.41,2.18,17122,8.56,4282,4209.55,85.95,68.68,Low,271.63
2022-09-21,Nestle,Dairy,Unit_7,2075,16.16,3.75,3.64,93.11,14.54,1.47,1254,6.12,4903,663.85,94.31,64.75,Medium,300.6
2022-09-21,Haldiram's,Dairy,Unit_20,2365,16.65,3.83,3.97,75.87,9.74,2.11,8776,5.82,864,4864.47,90.06,72.14,Medium,264.07
2022-09-21,Coca-Cola,Biscuits,Unit_10,1333,10.4,5.85,1.89,90.85,13.28,4.19,2252,2.29,547,4557.41,83.52,89.18,High,464.67
2022-09-21,Parle,Chocolates,Unit_10,4606,19.16,2.06,2.38,92.16,6.83,1.71,6427,5.16,3269,4973.51,87.79,71.32,Low,130.93
2022-09-21,Nestle,Snacks,Unit_13,4203,11.37,9.72,2.21,70.8,5.66,4.31,16157,6.65,4224,3196.97,88.07,61.2,High,237.27
2022-09-21,Parle,Beverages,Unit_15,1908,18.46,2.26,3.78,82.94,17.04,0.83,14103,7.36,4701,3216.13,95.1,84.34,Medium,199.2
2022-09-21,Haldiram's,Juices,Unit_6,3981,17.87,6.77,2.64,99.37,6.84,2.77,11842,1.74,2753,2230.41,85.58,83.22,Medium,194.09
2022-09-21,Coca-Cola,Dairy,Unit_20,2670,6.86,4.83,4.44,79.02,7.06,0.55,13260,7.16,4954,1008.05,99.85,94.74,Medium,185.39
2022-09-21,Britannia,Beverages,Unit_12,1103,19.49,2.82,1.85,96.54,13.56,2.21,6267,2.76,2421,3896.69,96.52,66.62,High,388.03
2022-09-21,Coca-Cola,Snacks,Unit_19,712,19.95,2.2,4.18,87.61,15.97,4.85,2633,6.95,3057,2712.3,92.42,97.94,Medium,226.51
2022-09-21,Haldiram's,Beverages,Unit_11,4401,14.09,4.1,4.25,78.9,5.12,3.13,17350,3.52,2470,2139.47,90.44,62.0,High,408.52
2022-09-21,Coca-Cola,Chocolates,Unit_6,4238,16.75,2.85,3.51,95.08,11.63,0.09,12775,6.32,1593,4440.21,94.85,82.73,Medium,327.61
2022-09-21,PepsiCo,Biscuits,Unit_1,3254,19.01,9.52,1.59,99.72,14.47,4.11,15545,2.4,3350,508.75,99.07,91.23,High,250.73
2022-09-21,Coca-Cola,Beverages,Unit_2,2258,5.3,3.96,2.31,92.26,16.07,2.5,8807,9.64,1245,2653.21,99.96,90.53,Medium,276.86
2022-09-21,Amul,Ice Cream,Unit_15,3568,18.95,2.75,2.59,71.84,19.22,3.36,16589,7.31,2743,3435.37,97.36,86.3,High,225.66
2022-09-21,Coca-Cola,Biscuits,Unit_4,1281,14.41,8.16,2.86,71.57,5.24,3.21,12222,3.29,785,518.27,80.62,98.51,High,196.49
2022-09-21,Coca-Cola,Snacks,Unit_5,4721,17.43,5.31,3.95,84.75,18.48,0.94,7506,8.48,3978,3774.25,99.32,77.16,Medium,311.83
2022-09-21,Parle,Biscuits,Unit_15,3930,13.11,8.75,2.35,70.18,19.5,2.03,7322,9.61,2852,1247.04,94.66,86.32,High,287.33
2022-09-21,Britannia,Beverages,Unit_11,2026,12.96,8.71,1.07,90.28,17.99,1.07,16915,5.89,2841,4304.6,92.27,64.88,Low,197.17
2022-09-21,Parle,Beverages,Unit_10,1340,18.46,9.94,4.46,70.49,19.23,0.89,17179,4.14,4247,3940.31,83.56,74.22,Medium,489.78
2022-09-21,Parle,Ice Cream,Unit_17,1841,12.61,8.43,2.73,99.19,6.78,2.79,8957,2.7,4555,1128.96,82.52,64.71,High,214.57
2022-09-21,Nestle,Dairy,Unit_2,4607,12.08,3.71,2.13,96.42,19.88,1.02,13262,6.56,4816,3083.02,89.16,82.72,High,149.08
2022-09-22,Amul,Ice Cream,Unit_20,2000,14.12,6.69,4.28,94.46,16.48,1.01,14159,3.25,3315,3908.0,94.43,95.33,Low,261.18
2022-09-22,Parle,Beverages,Unit_10,1015,12.78,6.21,4.52,94.37,6.04,3.13,15022,8.98,1276,631.91,94.92,74.32,Medium,154.13
2022-09-22,PepsiCo,Juices,Unit_20,3962,11.69,6.07,3.92,95.03,15.18,2.01,14475,3.45,2878,2952.16,90.97,87.84,Low,474.18
2022-09-22,Haldiram's,Biscuits,Unit_3,3579,7.71,4.37,2.42,83.03,15.55,1.01,1716,1.96,519,727.77,96.12,70.06,High,436.9
2022-09-22,PepsiCo,Ice Cream,Unit_19,1647,10.96,3.68,1.92,93.76,14.44,1.92,14051,9.9,2598,3287.98,91.57,82.25,Medium,197.74
2022-09-22,Haldiram's,Ice Cream,Unit_5,3943,9.23,7.74,3.85,81.01,18.12,2.9,17697,4.49,2366,4469.59,88.61,65.79,Medium,167.34
2022-09-22,Coca-Cola,Juices,Unit_3,3756,11.01,2.81,1.23,95.45,16.23,2.99,16398,6.9,980,2276.51,87.32,60.4,Low,271.05
2022-09-22,Nestle,Juices,Unit_8,3094,13.9,2.4,2.56,88.54,7.43,4.49,8901,3.39,4107,2461.93,85.78,99.63,High,303.81
2022-09-22,Amul,Juices,Unit_5,4156,14.13,5.05,4.04,80.75,8.75,4.65,17491,3.25,3992,4897.69,96.42,93.57,High,285.4
2022-09-22,PepsiCo,Dairy,Unit_12,2048,8.58,7.95,3.34,92.36,11.95,1.02,16897,4.87,2901,2552.11,84.38,85.22,Low,387.77
2022-09-22,Amul,Beverages,Unit_14,2586,6.27,8.95,3.94,77.28,10.92,2.45,6998,8.63,621,1784.95,97.99,70.64,Low,436.52
2022-09-22,PepsiCo,Beverages,Unit_7,3655,16.17,6.32,3.29,98.94,14.94,2.23,17295,6.07,2367,4983.57,86.17,89.8,Low,170.1
2022-09-22,Coca-Cola,Snacks,Unit_11,2850,12.93,8.72,1.96,89.94,7.05,3.84,9966,5.72,4435,3563.2,88.53,64.08,Low,326.18
2022-09-22,Haldiram's,Dairy,Unit_8,1478,11.63,2.2,2.93,82.04,10.31,0.96,15939,4.47,4068,3117.41,82.97,85.3,Medium,347.13
2022-09-22,Britannia,Snacks,Unit_5,2805,6.94,5.64,4.09,86.52,8.64,1.13,16822,3.23,752,3467.77,82.23,92.15,Medium,211.28
2022-09-22,Nestle,Snacks,Unit_8,4383,11.22,3.07,1.92,92.13,9.4,0.79,17900,7.85,1424,4058.14,82.81,86.93,Medium,217.63
2022-09-22,PepsiCo,Snacks,Unit_12,3547,17.27,6.66,4.85,93.92,15.66,3.66,13011,1.14,797,668.41,94.63,90.45,Medium,364.75
2022-09-22,PepsiCo,Chocolates,Unit_15,3089,13.72,9.37,1.81,99.25,6.21,1.14,11154,9.44,4820,1399.49,93.75,62.96,Low,161.77
2022-09-22,Coca-Cola,Snacks,Unit_19,2506,6.36,2.06,1.06,76.27,18.31,2.1,3083,7.93,3145,664.54,94.04,61.59,High,238.37
2022-09-22,Nestle,Ice Cream,Unit_16,3099,9.98,7.35,4.11,85.13,14.62,1.3,18520,3.88,1092,1852.74,97.0,77.26,Low,190.59
2022-09-22,Haldiram's,Biscuits,Unit_14,3008,19.7,8.34,4.71,72.74,11.17,4.91,10658,8.54,4717,3914.96,84.08,91.66,Low,331.74
2022-09-22,Haldiram's,Ice Cream,Unit_7,4819,13.17,7.96,1.99,72.47,12.29,3.24,4989,4.06,923,2315.85,85.17,72.02,Low,445.95
2022-09-22,PepsiCo,Ice Cream,Unit_8,2639,9.3,2.16,1.62,73.13,15.47,1.43,11133,3.86,1532,3634.15,99.23,89.55,High,217.52
2022-09-22,Britannia,Beverages,Unit_7,779,18.7,3.39,1.9,77.79,15.96,0.58,18119,3.77,1067,1875.55,82.13,62.87,High,213.05
2022-09-23,Britannia,Chocolates,Unit_18,1693,10.04,2.76,3.51,90.89,17.07,2.19,14733,4.61,1661,4920.96,85.59,86.22,High,225.55
2022-09-23,Amul,Snacks,Unit_6,2257,15.95,2.68,3.32,95.83,8.95,0.91,8638,8.44,2705,909.64,99.23,96.95,Low,449.84
2022-09-23,Nestle,Beverages,Unit_19,2545,7.21,7.84,3.49,83.08,17.87,0.84,7836,3.34,543,3088.23,90.95,78.41,Medium,178.19
2022-09-23,Nestle,Dairy,Unit_4,747,7.35,5.4,1.03,86.66,17.46,1.48,9311,6.57,625,3205.37,98.56,62.3,High,128.37
2022-09-23,Haldiram's,Dairy,Unit_3,1884,13.42,7.8,1.63,76.19,17.83,4.83,11196,2.49,1305,3784.8,96.12,88.84,Medium,107.63
2022-09-23,Amul,Beverages,Unit_17,1872,8.6,4.89,1.97,93.73,6.21,2.0,17003,9.9,3334,551.04,98.99,95.35,Medium,392.57
2022-09-23,Coca-Cola,Biscuits,Unit_19,3413,5.74,2.94,3.79,96.65,7.15,1.05,18132,3.01,2974,1677.79,94.78,74.51,Low,218.75
2022-09-23,Nestle,Beverages,Unit_15,4172,18.9,7.75,3.43,84.57,14.37,1.64,12284,8.49,4485,2496.28,85.23,74.88,Low,448.11
2022-09-23,Amul,Beverages,Unit_6,544,5.84,7.01,3.5,74.83,19.29,2.39,19200,3.11,1648,2869.73,95.19,73.21,Medium,353.57
2022-09-23,Amul,Chocolates,Unit_12,2585,15.76,2.9,3.28,70.15,6.65,0.36,14740,5.03,2266,798.92,87.84,64.25,High,120.98
2022-09-23,PepsiCo,Dairy,Unit_19,3040,9.99,9.39,3.98,86.09,16.08,1.52,5412,3.34,2181,4172.16,83.2,72.25,Low,371.08
2022-09-23,Haldiram's,Dairy,Unit_6,2870,19.0,4.47,4.77,84.93,7.04,0.72,15073,7.65,4571,1104.57,84.95,76.98,Medium,100.76
2022-09-23,Amul,Snacks,Unit_11,3015,19.79,7.24,3.69,97.77,19.26,0.45,17567,6.97,1103,3088.98,85.86,76.74,Low,296.18
2022-09-23,Britannia,Ice Cream,Unit_20,4682,10.03,2.26,3.98,71.09,17.0,4.54,17825,2.06,1972,1975.76,82.06,68.25,High,306.93
2022-09-23,Britannia,Beverages,Unit_20,4823,13.87,5.54,3.43,74.47,9.33,1.42,13232,8.21,2891,2747.3,88.05,82.22,Low,166.97
2022-09-23,Parle,Beverages,Unit_10,1122,16.59,9.71,4.19,75.93,5.71,1.05,14604,9.09,2275,707.98,98.85,81.62,Medium,215.21
2022-09-23,Haldiram's,Biscuits,Unit_16,3881,6.85,9.09,4.77,86.41,11.55,3.5,14176,1.59,1690,4307.35,83.89,75.27,Low,252.59
2022-09-23,PepsiCo,Juices,Unit_18,984,15.64,3.77,3.42,78.54,12.88,0.29,14073,1.88,2510,1757.12,99.56,97.39,High,125.14
2022-09-23,Coca-Cola,Juices,Unit_14,3387,18.59,9.03,1.72,76.17,12.91,4.87,17928,1.54,2214,1803.97,89.73,98.62,High,212.92
2022-09-23,Parle,Dairy,Unit_4,524,7.68,4.34,4.08,85.43,17.78,4.92,2804,3.34,4911,2437.4,95.17,87.18,Low,240.93
2022-09-23,Britannia,Biscuits,Unit_12,2314,17.58,8.82,3.6,71.22,19.71,3.82,17288,9.44,3445,1708.12,82.24,71.4,High,454.72
2022-09-23,PepsiCo,Chocolates,Unit_20,1725,6.73,7.83,4.73,99.26,11.48,4.94,11992,2.71,3505,3116.8,97.24,97.53,High,375.0
2022-09-23,Parle,Snacks,Unit_8,1748,13.52,4.82,2.09,95.83,7.46,1.28,12364,9.65,3288,4388.47,91.56,88.85,High,440.27
2022-09-23,Haldiram's,Biscuits,Unit_7,1278,10.09,9.29,4.88,78.16,10.65,1.27,5545,3.72,2841,2487.55,82.6,77.63,High,234.53
2022-09-24,PepsiCo,Dairy,Unit_9,3342,12.08,5.88,3.21,80.09,15.68,4.34,2131,7.97,4653,1008.13,89.98,95.16,High,486.05
2022-09-24,Haldiram's,Chocolates,Unit_17,4200,9.51,4.54,4.86,77.38,13.76,3.04,8772,6.33,663,4445.22,93.58,66.17,High,303.64
2022-09-24,Amul,Beverages,Unit_10,2082,8.91,4.24,4.14,97.85,6.3,3.62,3652,3.0,4786,2851.42,88.25,86.6,Medium,170.31
2022-09-24,Nestle,Chocolates,Unit_3,2213,16.15,9.51,4.46,89.6,8.15,0.07,10647,8.76,3020,4818.54,86.49,71.12,Medium,305.48
2022-09-24,Amul,Ice Cream,Unit_8,4091,8.35,8.07,2.3,85.64,15.4,2.32,19198,1.4,4627,4420.02,86.07,82.05,High,390.13
2022-09-24,Haldiram's,Biscuits,Unit_14,3638,11.13,4.8,1.88,85.26,15.47,1.39,2652,1.1,4396,4403.56,90.68,71.62,Medium,459.29
2022-09-24,PepsiCo,Dairy,Unit_7,2017,9.12,4.03,3.5,74.98,14.14,0.77,3948,4.92,3032,1047.72,88.78,83.18,High,175.09
2022-09-24,Britannia,Biscuits,Unit_16,3232,8.58,3.69,2.5,98.88,9.41,2.59,12683,4.77,4378,2861.07,94.83,77.2,High,255.79
2022-09-24,Coca-Cola,Beverages,Unit_18,3463,14.41,3.96,4.94,97.44,7.45,1.38,6918,6.93,2218,4312.26,98.98,83.32,Low,313.14
2022-09-24,Britannia,Juices,Unit_11,4363,5.68,2.89,2.98,98.57,8.43,2.72,13438,1.28,2912,4046.75,83.59,63.05,Low,474.32
2022-09-24,PepsiCo,Beverages,Unit_6,4268,16.83,5.88,1.44,78.73,17.11,0.39,3063,7.14,3371,2854.36,90.17,60.13,Medium,186.86
2022-09-24,Amul,Dairy,Unit_20,1996,13.19,2.33,3.0,84.3,12.33,3.99,15407,5.91,3096,4972.47,89.79,91.34,Medium,427.6
2022-09-24,Coca-Cola,Ice Cream,Unit_14,4227,17.43,2.09,3.14,85.57,10.27,4.75,14493,3.94,4483,4634.23,88.01,71.0,High,106.61
2022-09-24,PepsiCo,Snacks,Unit_13,2235,8.2,6.94,1.02,84.69,7.04,3.15,9081,5.29,947,2409.8,94.95,87.81,High,367.37
2022-09-24,Haldiram's,Chocolates,Unit_4,1843,15.64,2.71,1.98,70.58,10.89,0.71,15116,1.59,2077,1563.08,89.14,61.56,Low,243.75
2022-09-24,Britannia,Chocolates,Unit_20,2767,11.31,8.76,1.01,94.99,11.27,3.75,9263,5.0,2990,2207.42,81.88,86.46,Medium,402.32
2022-09-24,Haldiram's,Beverages,Unit_20,4415,6.15,2.85,3.24,92.4,18.29,4.39,9007,5.92,3051,1771.69,90.04,88.63,Medium,118.56
2022-09-24,Coca-Cola,Biscuits,Unit_11,548,16.29,6.34,2.17,84.24,19.1,1.83,7601,6.79,1652,3420.57,95.09,88.33,Medium,495.0
2022-09-24,Coca-Cola,Juices,Unit_18,3010,16.43,7.4,1.69,78.02,17.59,2.57,9322,1.08,4718,3681.34,99.17,94.03,High,336.04
2022-09-24,Britannia,Biscuits,Unit_1,3834,9.06,3.83,4.35,89.05,10.82,0.32,15530,7.91,2269,1123.06,82.28,94.53,Low,114.17
2022-09-24,Haldiram's,Ice Cream,Unit_12,4160,18.74,9.11,1.12,74.15,13.39,2.74,4803,3.71,1173,1794.6,92.68,68.02,Medium,132.2
2022-09-24,Parle,Snacks,Unit_18,2246,16.46,5.85,3.77,99.92,17.62,0.24,10212,4.23,1041,4703.28,87.06,83.15,High,286.15
2022-09-24,Haldiram's,Biscuits,Unit_7,995,9.6,4.52,3.29,73.76,5.76,1.76,9975,7.74,4175,3365.58,84.55,60.83,Medium,383.46
